pipeline_name,data_source,type,source_category
referral_channels,payments_hf.voucher_details,table,internal
retention_experiment_customers,dimensions.date_dimension,table,external
retention_experiment_customers,payments_hf.f_experiment_customers,table,internal
retention_experiment_customers,payments_hf.f_subscription_cancellation_data,table,internal
salesforce_comms_extended,big_query.ga_events,table,external
salesforce_comms_extended,marketing_analytics_salesforce.email_tracking_bounces,table,external
salesforce_comms_extended,marketing_analytics_salesforce.email_tracking_clicks,table,external
salesforce_comms_extended,marketing_analytics_salesforce.email_tracking_opens,table,external
salesforce_comms_extended,marketing_analytics_salesforce.email_tracking_sent,table,external
salesforce_comms_extended,marketing_analytics_salesforce.journey_reporting_reference,table,external
salesforce_comms_extended,payments_hf.business_units,table,internal
salesforce_payments_dashboard,dimensions.date_dimension,table,external
salesforce_payments_dashboard,payments_hf.f_orders,table,internal
salesforce_payments_dashboard,payments_hf.salesforce_comms_extended,table,internal
simplified_duplicate_dashboard,dimensions.date_dimension,table,external
simplified_duplicate_dashboard,payments_hf.business_units,table,internal
simplified_duplicate_dashboard,payments_hf.checkout_customer_actuals,table,internal
simplified_duplicate_dashboard,payments_hf.checkout_funnel_backend,table,internal
simplified_duplicate_dashboard,payments_hf.graph_customers_with_match_reasons,table,internal
statsig_express_checkout_funnel_metrics,big_query.ga_events,table,external
statsig_express_checkout_funnel_metrics,payments_hf.business_units,table,internal
statsig_express_checkout_funnel_metrics,public_edw_base_grain_live.customer,table,external
statsig_express_checkout_funnel_metrics,s3://hf-dp-shared-proto-s3-sinker-non-pii-raw-live/events/kafka/parquet/topics/public.customer.checkout.v1beta2/year=2025/month=10,parquet,external
statsig_express_checkout_funnel_metrics,s3://hf-dp-shared-proto-s3-sinker-non-pii-raw-live/events/kafka/parquet/topics/public.customer.checkout.v1beta2/year=2025/month=11,parquet,external
statsig_express_checkout_funnel_metrics,s3://hf-dp-shared-proto-s3-sinker-non-pii-raw-live/events/kafka/parquet/topics/public.customer.checkout.v1beta2/year=2025/month=12,parquet,external
subscription_cancellation_dashboard,dimensions.date_dimension,table,external
subscription_cancellation_dashboard,global_bi_business.plan_cancellation_survey_hist,table,external
subscription_cancellation_dashboard,payments_hf.customer_cohort_roi,table,internal
subscription_cancellation_dashboard,public_edw_base_grain_live.customer,table,external
topup_events_funnel,big_query.ga_events,table,external
topup_events_funnel,dimensions.date_dimension,table,external
topup_events_funnel,dl_bob_live_non_pii.customer,table,external
topup_events_funnel,materialized_views.pa_statsig_exposures_deduplicated,table,external
verification_journeys_dashboard,payments_hf.verification_events_flat,table,internal
voucher_fraud_experiment_customers,payments_hf.f_voucher_fraud_full,table,internal
